file name,number of words
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190221_10-K_edgar_data_860730_0001193125-19-047078_1.txt,749337
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190221_10-K_edgar_data_906107_0001564590-19-003683_1.txt,5451048
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190221_10-K_edgar_data_910606_0000910606-19-000006_1.txt,2804208
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190221_10-K_edgar_data_912595_0000912595-19-000015_1.txt,2320726
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190221_10-K_edgar_data_916365_0000916365-19-000035_1.txt,682037
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190221_10-K_edgar_data_920522_0000920522-19-000009_1.txt,2154973
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190221_10-K_edgar_data_93751_0000093751-19-000336_1.txt,3092743
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190221_10-K_edgar_data_96943_0000096943-19-000021_1.txt,1870063
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1004434_0001004434-19-000008_1.txt,1018429
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1043604_0001043604-19-000012_1.txt,1794884
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1063761_0001558370-19-000875_1.txt,2688326
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1099219_0001099219-19-000008_1.txt,6688610
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1101239_0001628280-19-001771_1.txt,2238796
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1120193_0001120193-19-000002_1.txt,1486725
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1144519_0001144519-19-000006_1.txt,1875618
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_11544_0000011544-19-000016_1.txt,2280460
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1267238_0001628280-19-001767_1.txt,2986659
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1274494_0001274494-19-000004_1.txt,1670013
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1281761_0001281761-19-000019_1.txt,3355342
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1300514_0001300514-19-000021_1.txt,1491042
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1324404_0001324404-19-000006_1.txt,2437383
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1374310_0001558370-19-000884_1.txt,1942869
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1408198_0001564590-19-003885_1.txt,2197303
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1524472_0001524472-19-000009_1.txt,1530741
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1526520_0001564590-19-003889_1.txt,1804626
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1534701_0001534701-19-000063_1.txt,2035217
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1711269_0001711269-19-000013_1.txt,3794003
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_1800_0001047469-19-000624_1.txt,1478252
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_20286_0000020286-19-000012_1.txt,2719149
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_316709_0000316709-19-000008_1.txt,1933186
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_352541_0000352541-19-000013_1.txt,5373328
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_36104_0001193125-19-047201_1.txt,1458225
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_47111_0000047111-19-000010_1.txt,1554609
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_63276_0001628280-19-001744_1.txt,1397286
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_63908_0000063908-19-000010_1.txt,1067381
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_726728_0000726728-19-000038_1.txt,14199947
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_728535_0001437749-19-003134_1.txt,511168
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_72903_0000072903-19-000010_1.txt,2364820
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_746515_0000746515-19-000004_1.txt,609113
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_749251_0000749251-19-000005_1.txt,1225470
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_750556_0000750556-19-000103_1.txt,4286516
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_764622_0000764622-19-000019_1.txt,2334079
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_783280_0000783280-19-000010_1.txt,2916031
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_831001_0000831001-19-000027_1.txt,6464065
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_858339_0000858339-19-000015_1.txt,2069231
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_864749_0000864749-19-000006_1.txt,1206418
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_874766_0000874766-19-000018_1.txt,4156510
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_884887_0000884887-19-000017_1.txt,1667413
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_89800_0000089800-19-000004_1.txt,1718224
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_914208_0000914208-19-000195_1.txt,1589101
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_915912_0000915912-19-000004_1.txt,2555780
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_927066_0000927066-19-000025_1.txt,2213536
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_93410_0000093410-19-000008_1.txt,2041711
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190222_10-K_edgar_data_97476_0001564590-19-003839_1.txt,2419907
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_1043277_0001043277-19-000006_1.txt,1048238
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_1059556_0001193125-19-048576_1.txt,2266883
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_108772_0000108772-19-000011_1.txt,2544814
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_1094285_0001094285-19-000064_1.txt,1586113
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_1297996_0001297996-19-000032_1.txt,4259799
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_1336917_0001336917-19-000011_1.txt,952431
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_14272_0000014272-19-000047_1.txt,1930092
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_1494877_0001297996-19-000032_1.txt,4259799
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_1519751_0001193125-19-049951_1.txt,1624501
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_1539838_0001539838-19-000008_1.txt,1896222
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_1575828_0001575828-19-000007_1.txt,1358777
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_40987_0000040987-19-000015_1.txt,893644
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_4977_0000004977-19-000049_1.txt,4303650
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_51644_0000051644-19-000009_1.txt,1732128
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_55067_0001628280-19-001864_1.txt,2152272
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_6201_0000006201-19-000009_1.txt,2395848
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_882835_0000882835-19-000010_1.txt,963945
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_912242_0000912242-19-000004_1.txt,1431936
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_91576_0000091576-19-000009_1.txt,3505636
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190225_10-K_edgar_data_916076_0001193125-19-049961_1.txt,1904314
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1000697_0001193125-19-051872_1.txt,959287
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1002910_0001002910-19-000094_1.txt,3149879
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1032208_0000086521-19-000014_1.txt,5587367
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1038357_0001038357-19-000010_1.txt,1052791
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1039684_0001039684-19-000016_1.txt,2317045
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1070750_0001564590-19-004191_1.txt,2706385
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_109380_0000109380-19-000040_1.txt,2998323
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1101215_0001101215-19-000048_1.txt,2571729
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1136869_0001564590-19-004283_1.txt,2909532
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1145197_0001145197-19-000003_1.txt,947063
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1289490_0001628280-19-001968_1.txt,1168927
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1352010_0001352010-19-000008_1.txt,1296997
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1396009_0001396009-19-000021_1.txt,1891563
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1474735_0001437749-19-003397_1.txt,1144035
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_1685040_0001685040-19-000009_1.txt,3388474
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_19617_0000019617-19-000054_1.txt,6544163
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_31791_0000031791-19-000003_1.txt,2085534
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_40545_0000040545-19-000014_1.txt,3067002
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_46080_0001193125-19-052025_1.txt,1049099
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_51143_0001047469-19-000712_1.txt,3134650
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_51253_0000051253-19-000004_1.txt,1702365
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_65984_0000065984-19-000082_1.txt,20195533
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_70858_0000070858-19-000012_1.txt,6314339
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_72741_0000072741-19-000017_1.txt,3164393
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_73124_0000073124-19-000088_1.txt,2770508
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_764180_0000764180-19-000023_1.txt,2235574
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_783325_0000107815-19-000128_1.txt,2588443
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_79282_0000079282-19-000006_1.txt,1623090
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_816284_0000816284-19-000014_1.txt,1764127
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_821189_0000821189-19-000009_1.txt,1604323
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_858470_0000858470-19-000008_1.txt,1304218
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_882095_0000882095-19-000006_1.txt,1473987
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_886982_0001193125-19-050198_1.txt,1903902
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_895421_0001193125-19-051943_1.txt,4174362
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_92230_0000092230-19-000017_1.txt,2445864
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190226_10-K_edgar_data_93556_0000093556-19-000011_1.txt,1767721
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1022671_0001144204-19-010579_1.txt,1975103
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1040971_0001040971-19-000007_1.txt,2432956
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1053507_0001053507-19-000012_1.txt,1974156
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1075531_0001075531-19-000009_1.txt,1187035
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1111928_0001111928-19-000035_1.txt,970932
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1140536_0001564590-19-004912_1.txt,5839858
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1262039_0001262039-19-000006_1.txt,1045085
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1373715_0001373715-19-000070_1.txt,1167228
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1390777_0001390777-19-000050_1.txt,3501074
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1393311_0001393311-19-000004_1.txt,1714569
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1402057_0001402057-19-000046_1.txt,1779839
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1513761_0001144204-19-010508_1.txt,1952204
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1551152_0001551152-19-000008_1.txt,1419150
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1551182_0001551182-19-000045_1.txt,2149585
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1585364_0001585364-19-000016_1.txt,1919200
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_1623613_0001623613-19-000008_1.txt,2654632
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_310158_0000310158-19-000014_1.txt,2248524
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_34088_0000034088-19-000010_1.txt,2140446
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_352915_0001564590-19-004919_1.txt,2378090
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_58492_0000058492-19-000004_1.txt,2054299
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_72971_0000072971-19-000227_1.txt,7789595
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_789570_0001564590-19-004807_1.txt,3565843
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_80661_0000080661-19-000008_1.txt,2274174
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_813672_0000813672-19-000008_1.txt,955053
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_820027_0000820027-19-000010_1.txt,3459433
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_874761_0000874761-19-000012_1.txt,2926922
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_878927_0001564590-19-004755_1.txt,664166
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_8818_0001047469-19-000747_1.txt,1942338
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_898173_0000898173-19-000060_1.txt,766532
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_915389_0000915389-19-000009_1.txt,1966471
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_915913_0000915913-19-000021_1.txt,1921660
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_943452_0001628280-19-002095_1.txt,1774519
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_945841_0000945841-19-000013_1.txt,862821
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190227_10-K_edgar_data_97745_0000097745-19-000007_1.txt,2091580
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1004980_0001004980-19-000004_1.txt,1882819
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_100517_0000100517-19-000009_1.txt,1657748
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1013462_0001013462-19-000003_1.txt,904792
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1013871_0001013871-19-000007_1.txt,3448548
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1034054_0001034054-19-000002_1.txt,1740370
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1035002_0001035002-19-000008_1.txt,1826190
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1037540_0001656423-19-000006_1.txt,3315580
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1050915_0001050915-19-000014_1.txt,1288089
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1057352_0001057352-19-000017_1.txt,931424
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_105770_0000105770-19-000012_1.txt,1216983
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1086222_0001086222-19-000066_1.txt,1096187
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1097149_0001097149-19-000009_1.txt,1178547
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1130310_0001130310-19-000016_1.txt,3055239
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1156375_0001156375-19-000010_1.txt,1033558
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1174922_0001174922-19-000021_1.txt,1482070
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1326160_0001326160-19-000057_1.txt,7821233
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1335258_0001335258-19-000024_1.txt,1356367
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1364742_0001564590-19-005479_1.txt,3276630
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1370637_0001370637-19-000028_1.txt,1135597
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1418135_0001418135-19-000007_1.txt,2248124
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1419612_0001178913-19-000721_1.txt,1122805
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1492633_0001564590-19-005165_1.txt,4215796
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1510295_0001510295-19-000014_1.txt,1971680
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1575189_0001575189-19-000020_1.txt,965749
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1659166_0001659166-19-000085_1.txt,1472710
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1687229_0001687229-19-000014_1.txt,1206063
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1725057_0001564590-19-005517_1.txt,2150654
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_1739940_0001047469-19-000792_1.txt,3372129
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_277135_0000277135-19-000010_1.txt,991138
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_354908_0000354908-19-000018_1.txt,1064384
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_37785_0000037785-19-000039_1.txt,2050922
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_64803_0000064803-19-000013_1.txt,2183801
D:\python_working_fold\7871NLP\hw1\data\2019\QTR1\20190228_10-K_edgar_data_715957_0001193125-19-057924_1.txt,2275101
